repository,stars,language,created_at,updated_at,forks,open_issues,size,default_branch,description,url,clone_url,archived,disabled,architecture,community,continuous_integration,documentation,history,issues,license,size_metric,unit_test
cuixiaorui/mini-vue,10492,TypeScript,2020-06-20T05:11:08Z,2025-07-12T09:43:25Z,2274,28,1572,master,实现最简 vue3 模型( Help you learn more efficiently vue3 source code ),https://github.com/cuixiaorui/mini-vue,https://github.com/cuixiaorui/mini-vue.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Effect-TS/effect,10466,TypeScript,2019-11-13T12:49:21Z,2025-07-12T13:51:02Z,355,303,87736,main,Build production-ready applications in TypeScript,https://github.com/Effect-TS/effect,https://github.com/Effect-TS/effect.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bitwarden/clients,10455,TypeScript,2016-03-09T23:14:01Z,2025-07-12T12:23:09Z,1419,1115,918913,main,"Bitwarden client apps (web, browser extension, desktop, and cli).",https://github.com/bitwarden/clients,https://github.com/bitwarden/clients.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
helmetjs/helmet,10445,TypeScript,2012-02-01T22:54:45Z,2025-07-12T14:24:48Z,382,2,2161,main,Help secure Express apps with various HTTP headers,https://github.com/helmetjs/helmet,https://github.com/helmetjs/helmet.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
daybrush/moveable,10443,TypeScript,2019-07-05T15:04:30Z,2025-07-11T19:06:19Z,649,449,80957,master,Moveable! Draggable! Resizable! Scalable! Rotatable! Warpable! Pinchable! Groupable! Snappable!,https://github.com/daybrush/moveable,https://github.com/daybrush/moveable.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
browserless/browserless,10419,TypeScript,2017-11-17T04:35:31Z,2025-07-12T11:38:11Z,834,43,101835,main,Deploy headless browsers in Docker. Run on our cloud or bring your own. Free for non-commercial uses.,https://github.com/browserless/browserless,https://github.com/browserless/browserless.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
actions/starter-workflows,10413,TypeScript,2019-07-29T16:26:51Z,2025-07-12T14:43:38Z,6176,240,3668,main,Accelerating new GitHub Actions workflows ,https://github.com/actions/starter-workflows,https://github.com/actions/starter-workflows.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logto-io/logto,10408,TypeScript,2021-06-19T03:01:50Z,2025-07-12T13:38:56Z,578,165,98084,master,"🧑‍🚀 Authentication and authorization infrastructure for SaaS and AI apps, built on OIDC and OAuth 2.1 with multi-tenancy, SSO, and RBAC.",https://github.com/logto-io/logto,https://github.com/logto-io/logto.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Nutlope/roomGPT,10384,TypeScript,2023-02-21T19:54:43Z,2025-07-12T11:16:08Z,1456,32,22710,main,Upload a photo of your room to generate your dream room with AI.,https://github.com/Nutlope/roomGPT,https://github.com/Nutlope/roomGPT.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
openreplay/openreplay,10376,TypeScript,2021-04-29T12:15:50Z,2025-07-12T14:42:54Z,597,155,191279,main,"Session replay, cobrowsing and product analytics you can self-host. Ideal for reproducing issues and iterating on your product.",https://github.com/openreplay/openreplay,https://github.com/openreplay/openreplay.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chathub-dev/chathub,10347,TypeScript,2023-03-04T12:21:10Z,2025-07-11T22:41:43Z,1091,68,4961,main,All-in-one chatbot client,https://github.com/chathub-dev/chathub,https://github.com/chathub-dev/chathub.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
changesets/changesets,10324,TypeScript,2019-03-21T22:33:37Z,2025-07-12T04:56:02Z,665,507,5261,main,🦋       A way to manage your versioning and changelogs with a focus on monorepos,https://github.com/changesets/changesets,https://github.com/changesets/changesets.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CapSoftware/Cap,10323,TypeScript,2023-11-17T20:31:46Z,2025-07-12T14:25:48Z,639,173,233165,main,"Open source Loom alternative. Beautiful, shareable screen recordings.",https://github.com/CapSoftware/Cap,https://github.com/CapSoftware/Cap.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
rolling-scopes/rsschool-app,10308,TypeScript,2018-05-22T13:18:23Z,2025-07-12T14:36:29Z,216,91,31141,master,An application for the RS School education process,https://github.com/rolling-scopes/rsschool-app,https://github.com/rolling-scopes/rsschool-app.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wojtekmaj/react-pdf,10303,TypeScript,2016-08-01T13:46:02Z,2025-07-12T08:43:43Z,949,25,26785,main,Display PDFs in your React app as easily as if they were images.,https://github.com/wojtekmaj/react-pdf,https://github.com/wojtekmaj/react-pdf.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cyclejs/cyclejs,10245,TypeScript,2014-11-07T11:28:45Z,2025-07-09T07:58:01Z,420,102,13404,master,A functional and reactive JavaScript framework for predictable code,https://github.com/cyclejs/cyclejs,https://github.com/cyclejs/cyclejs.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Milkdown/milkdown,10217,TypeScript,2021-03-09T07:40:18Z,2025-07-12T12:55:35Z,463,12,106382,main,🍼 Plugin driven WYSIWYG  markdown editor framework.,https://github.com/Milkdown/milkdown,https://github.com/Milkdown/milkdown.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
getgridea/gridea,10158,TypeScript,2018-03-23T02:13:21Z,2025-07-11T21:44:45Z,815,581,12125,master,✍️ A static blog writing client (一个静态博客写作客户端),https://github.com/getgridea/gridea,https://github.com/getgridea/gridea.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
material-components/material-web,10152,TypeScript,2018-03-27T21:46:51Z,2025-07-12T12:06:24Z,974,154,51335,main,Material Design Web Components,https://github.com/material-components/material-web,https://github.com/material-components/material-web.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mongodb/node-mongodb-native,10148,TypeScript,2010-01-07T12:50:50Z,2025-07-12T02:15:48Z,1811,21,175936,main,The official MongoDB Node.js driver,https://github.com/mongodb/node-mongodb-native,https://github.com/mongodb/node-mongodb-native.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
triggerdotdev/jsonhero-web,10140,TypeScript,2022-03-01T09:33:29Z,2025-07-11T04:32:00Z,583,70,58378,main,"JSON Hero is an open-source, beautiful JSON explorer for the web that lets you browse, search and navigate your JSON files at speed. 🚀. Built with 💜 by the Trigger.dev team.",https://github.com/triggerdotdev/jsonhero-web,https://github.com/triggerdotdev/jsonhero-web.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Chainlit/chainlit,10140,TypeScript,2023-03-14T16:54:04Z,2025-07-12T06:04:18Z,1417,447,8799,main,Build Conversational AI in minutes ⚡️,https://github.com/Chainlit/chainlit,https://github.com/Chainlit/chainlit.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
didi/LogicFlow,10128,TypeScript,2020-12-24T07:55:38Z,2025-07-12T13:45:30Z,1239,143,129015,master,A flow chart editing framework focus on business customization.  专注于业务自定义的流程图编辑框架，支持实现脑图、ER图、UML、工作流等各种图编辑场景。,https://github.com/didi/LogicFlow,https://github.com/didi/LogicFlow.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cs01/gdbgui,10118,TypeScript,2016-10-27T03:19:25Z,2025-07-12T14:07:39Z,516,169,48092,master,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in C, C++, Go, Rust, and Fortran. Run gdbgui from the terminal and a new tab will open in your browser.",https://github.com/cs01/gdbgui,https://github.com/cs01/gdbgui.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
supermemoryai/supermemory,10115,TypeScript,2024-02-27T20:10:04Z,2025-07-12T12:12:20Z,981,22,66521,main,"Build your own second brain with supermemory. Extremely fast, scalable, memory API for the AI era.",https://github.com/supermemoryai/supermemory,https://github.com/supermemoryai/supermemory.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
giscus/giscus,10070,TypeScript,2021-03-27T01:52:59Z,2025-07-12T13:01:00Z,397,99,3510,main,A commenting system powered by GitHub Discussions. :octocat: :speech_balloon: :gem:,https://github.com/giscus/giscus,https://github.com/giscus/giscus.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tweenjs/tween.js,10031,TypeScript,2010-05-28T14:24:20Z,2025-07-10T22:24:39Z,1421,20,16853,main,JavaScript/TypeScript animation engine,https://github.com/tweenjs/tween.js,https://github.com/tweenjs/tween.js.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wix/react-native-calendars,9989,TypeScript,2016-11-11T12:17:27Z,2025-07-10T21:51:41Z,3034,195,19309,master,React Native Calendar Components 🗓️ 📆 ,https://github.com/wix/react-native-calendars,https://github.com/wix/react-native-calendars.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FormidableLabs/spectacle,9968,TypeScript,2015-06-30T20:36:07Z,2025-07-10T21:46:59Z,693,75,146165,main,A React-based library for creating sleek presentations using JSX syntax that gives you the ability to live demo your code.,https://github.com/FormidableLabs/spectacle,https://github.com/FormidableLabs/spectacle.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
vanilla-extract-css/vanilla-extract,9966,TypeScript,2021-03-26T05:10:54Z,2025-07-11T20:28:45Z,319,90,8881,master,Zero-runtime Stylesheets-in-TypeScript,https://github.com/vanilla-extract-css/vanilla-extract,https://github.com/vanilla-extract-css/vanilla-extract.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
devhubapp/devhub,9904,TypeScript,2016-11-30T23:24:21Z,2025-07-12T00:13:49Z,827,60,121540,master,"TweetDeck for GitHub - Filter Issues, Activities & Notifications - Web, Mobile & Desktop with 99% code sharing between them",https://github.com/devhubapp/devhub,https://github.com/devhubapp/devhub.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
timlrx/tailwind-nextjs-starter-blog,9868,TypeScript,2021-01-09T09:41:22Z,2025-07-12T09:38:57Z,2362,53,9741,main,"This is a Next.js, Tailwind CSS blogging starter template. Comes out of the box configured with the latest technologies to make technical writing a breeze. Easily configurable and customizable. Perfect as a replacement to existing Jekyll and Hugo individual blogs.",https://github.com/timlrx/tailwind-nextjs-starter-blog,https://github.com/timlrx/tailwind-nextjs-starter-blog.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Turfjs/turf,9839,TypeScript,2013-10-03T14:50:25Z,2025-07-12T01:03:23Z,980,281,57482,master,A modular geospatial engine written in JavaScript and TypeScript,https://github.com/Turfjs/turf,https://github.com/Turfjs/turf.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
raineorshine/npm-check-updates,9821,TypeScript,2013-09-07T01:36:03Z,2025-07-12T13:44:47Z,341,84,7124,main,Find newer versions of package dependencies than what your package.json allows,https://github.com/raineorshine/npm-check-updates,https://github.com/raineorshine/npm-check-updates.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
software-mansion/react-native-reanimated,9814,TypeScript,2018-04-25T06:35:29Z,2025-07-12T09:18:44Z,1378,312,442024,main,React Native's Animated library reimplemented,https://github.com/software-mansion/react-native-reanimated,https://github.com/software-mansion/react-native-reanimated.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cookpete/react-player,9809,TypeScript,2015-08-18T09:42:53Z,2025-07-12T13:14:16Z,1163,9,8780,master,"A React component for playing a variety of URLs, including file paths, YouTube, Facebook, Twitch, SoundCloud, Streamable, Vimeo, Wistia and DailyMotion",https://github.com/cookpete/react-player,https://github.com/cookpete/react-player.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
zaidmukaddam/scira,9802,TypeScript,2024-08-07T13:29:49Z,2025-07-12T14:36:00Z,1196,18,8391,main,Scira (Formerly MiniPerplx) is a minimalistic AI-powered search engine that helps you find information on the internet and cites it too. Powered by Vercel AI SDK! Search with models like xAI's Grok 3.,https://github.com/zaidmukaddam/scira,https://github.com/zaidmukaddam/scira.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pmndrs/valtio,9736,TypeScript,2020-11-16T22:30:51Z,2025-07-12T10:17:29Z,276,13,4583,main,🧙 Valtio makes proxy-state simple  for React and Vanilla,https://github.com/pmndrs/valtio,https://github.com/pmndrs/valtio.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sindresorhus/pageres,9727,TypeScript,2014-02-07T18:15:18Z,2025-07-12T09:01:48Z,736,25,8970,main,Capture website screenshots,https://github.com/sindresorhus/pageres,https://github.com/sindresorhus/pageres.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Vanessa219/vditor,9690,TypeScript,2019-11-29T11:30:51Z,2025-07-12T14:37:12Z,957,96,27491,master,"♏  一款浏览器端的 Markdown 编辑器，支持所见即所得（富文本）、即时渲染（类似 Typora）和分屏预览模式。An In-browser Markdown editor, support WYSIWYG (Rich Text),  Instant Rendering (Typora-like) and Split View modes.",https://github.com/Vanessa219/vditor,https://github.com/Vanessa219/vditor.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
readest/readest,9666,TypeScript,2024-10-12T23:16:55Z,2025-07-12T14:47:10Z,493,73,45716,main,"Readest is a modern, feature-rich ebook reader designed for avid readers offering seamless cross-platform access, powerful tools, and an intuitive interface to elevate your reading experience.",https://github.com/readest/readest,https://github.com/readest/readest.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
vercel/serve,9662,TypeScript,2016-04-27T03:58:25Z,2025-07-12T06:37:42Z,698,140,1370,main,Static file serving and directory listing,https://github.com/vercel/serve,https://github.com/vercel/serve.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
keystonejs/keystone,9623,TypeScript,2018-04-05T10:48:37Z,2025-07-12T12:57:53Z,1207,142,379401,main,The superpowered headless CMS for Node.js — built with GraphQL and React,https://github.com/keystonejs/keystone,https://github.com/keystonejs/keystone.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
web-infra-dev/midscene,9598,TypeScript,2024-07-23T04:03:50Z,2025-07-12T14:33:43Z,650,43,392894,main,"Your AI Operator for Web, Android, Automation & Testing.",https://github.com/web-infra-dev/midscene,https://github.com/web-infra-dev/midscene.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
oramasearch/orama,9544,TypeScript,2022-05-10T12:01:50Z,2025-07-12T10:10:01Z,350,55,129922,main,"🌌  A complete search engine and RAG pipeline in your browser, server or edge network with support for full-text, vector, and hybrid search in less than 2kb.",https://github.com/oramasearch/orama,https://github.com/oramasearch/orama.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
agenda/agenda,9541,TypeScript,2013-10-29T02:58:41Z,2025-07-12T01:49:12Z,822,353,4424,master,Lightweight job scheduling for Node.js,https://github.com/agenda/agenda,https://github.com/agenda/agenda.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
webdriverio/webdriverio,9539,TypeScript,2011-08-30T19:02:35Z,2025-07-11T19:07:37Z,2598,236,353760,main,Next-gen browser and mobile automation test framework for Node.js,https://github.com/webdriverio/webdriverio,https://github.com/webdriverio/webdriverio.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aws-amplify/amplify-js,9535,TypeScript,2017-10-02T22:17:14Z,2025-07-10T11:49:07Z,2160,509,278042,main,A declarative JavaScript library for application development using cloud services.,https://github.com/aws-amplify/amplify-js,https://github.com/aws-amplify/amplify-js.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
labs42io/clean-code-typescript,9534,TypeScript,2019-01-22T16:58:12Z,2025-07-12T08:41:36Z,1172,3,134,main,Clean Code concepts adapted for TypeScript,https://github.com/labs42io/clean-code-typescript,https://github.com/labs42io/clean-code-typescript.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jackyzha0/quartz,9525,TypeScript,2021-07-18T15:52:52Z,2025-07-12T10:31:20Z,2976,187,37468,v4,"🌱 a fast, batteries-included static-site generator that transforms Markdown content into fully functional websites",https://github.com/jackyzha0/quartz,https://github.com/jackyzha0/quartz.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
react-page/react-page,9523,TypeScript,2015-05-29T12:19:44Z,2025-07-08T05:48:45Z,651,3,232084,master,"Next-gen, highly customizable content editor for the browser - based on React and written in TypeScript. WYSIWYG on steroids.",https://github.com/react-page/react-page,https://github.com/react-page/react-page.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
microsoft/vscode-extension-samples,9500,TypeScript,2015-11-05T10:14:11Z,2025-07-12T11:27:19Z,3656,85,105878,main,Sample code illustrating the VS Code extension API.,https://github.com/microsoft/vscode-extension-samples,https://github.com/microsoft/vscode-extension-samples.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heroic-Games-Launcher/HeroicGamesLauncher,9498,TypeScript,2020-12-30T12:51:57Z,2025-07-12T14:10:03Z,497,582,722172,main,"A games launcher for GOG, Amazon and Epic Games for Linux, Windows and macOS.",https://github.com/Heroic-Games-Launcher/HeroicGamesLauncher,https://github.com/Heroic-Games-Launcher/HeroicGamesLauncher.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
linshenkx/prompt-optimizer,9487,TypeScript,2025-02-12T06:06:49Z,2025-07-12T14:46:21Z,1179,10,3862,master,一款提示词优化器，助力于编写高质量的提示词,https://github.com/linshenkx/prompt-optimizer,https://github.com/linshenkx/prompt-optimizer.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
microsoft/fast,9483,TypeScript,2018-03-02T20:10:30Z,2025-07-12T09:19:34Z,599,70,258877,main,The adaptive interface system for modern web experiences.,https://github.com/microsoft/fast,https://github.com/microsoft/fast.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
vuejs/petite-vue,9482,TypeScript,2021-07-01T04:22:47Z,2025-07-12T12:38:55Z,386,21,288,main,6kb subset of Vue optimized for progressive enhancement,https://github.com/vuejs/petite-vue,https://github.com/vuejs/petite-vue.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
openai/openai-node,9457,TypeScript,2021-12-14T22:32:58Z,2025-07-11T15:18:01Z,1146,75,6807,master,Official JavaScript / TypeScript library for the OpenAI API,https://github.com/openai/openai-node,https://github.com/openai/openai-node.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
katspaugh/wavesurfer.js,9457,TypeScript,2012-03-04T14:38:02Z,2025-07-12T08:40:25Z,1703,46,50007,main,Audio waveform player,https://github.com/katspaugh/wavesurfer.js,https://github.com/katspaugh/wavesurfer.js.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gitkraken/vscode-gitlens,9443,TypeScript,2016-08-08T14:50:30Z,2025-07-12T07:41:35Z,1484,874,153295,main,"Supercharge Git inside VS Code and unlock untapped knowledge within each repository — Visualize code authorship at a glance via Git blame annotations and CodeLens, seamlessly navigate and explore Git repositories, gain valuable insights via rich visualizations and powerful comparison commands, and so much more",https://github.com/gitkraken/vscode-gitlens,https://github.com/gitkraken/vscode-gitlens.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BartoszJarocki/cv,9427,TypeScript,2023-12-23T22:15:18Z,2025-07-12T13:47:51Z,1050,27,561,main,"Print-friendly, minimalist CV page",https://github.com/BartoszJarocki/cv,https://github.com/BartoszJarocki/cv.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
alexta69/metube,9410,TypeScript,2019-11-29T17:24:51Z,2025-07-12T13:04:13Z,624,147,5115,master,Self-hosted YouTube downloader (web UI for youtube-dl / yt-dlp),https://github.com/alexta69/metube,https://github.com/alexta69/metube.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
